name;id;price;brand;category;spec;img_url
Samsung Galaxy A21s Bleu (3 Go / 32 Go);AR202005190005;219.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 850 8-Core 2.0 Ghz - RAM 3 Go - Ecran tactile 6.5"" 720 x 1600 - 32 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/68/74/LD0005687438_1.jpg
Xiaomi Mi 10T Noir (6 Go / 128 Go);AR202010200009;449.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM - Snapdragon 865 Octo-Core 2.84 GHz - RAM 6 Go - Ecran tactile 144 Hz 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/74/09/LD0005740965_1.jpg
Apple iPhone 12 128 Go Blanc;AR202010130190;959.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 128 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/56/LD0005735686_1_0005735706.jpg
Apple iPhone 12 128 Go Vert;AR202010130193;959.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 128 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/56/LD0005735698_1_0005735718.jpg
Samsung Galaxy A42 5G Blanc;AR202010160013;349.95;Samsung;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM - Snapdragon 750G 8-Core 2.2 Ghz - RAM 4 Go - Ecran tactile Super AMOLED 6.6"" 720 x 1600 - 128 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/74/91/LD0005749125_1.jpg
Samsung Galaxy A20e Bleu;AR201904260025;169.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 7884 8-Core 1.6 Ghz - RAM 3 Go - Ecran tactile 5.8"" 720 x 1560 - 32 Go - NFC/Bluetooth 5.0 - 3000 mAh - Android 9.0";https://media.ldlc.com/r150/ld/products/00/05/34/53/LD0005345383_2.jpg
Samsung Galaxy A21s Blanc (3 Go / 32 Go);AR202005190007;219.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 850 8-Core 2.0 Ghz - RAM 3 Go - Ecran tactile 6.5"" 720 x 1600 - 32 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/68/74/LD0005687424_1.jpg
Apple iPhone 11 64 Go (PRODUCT)RED;AR201909100077;689.95;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 64 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/91/LD0005439108_2.jpg
Samsung Galaxy A51 Bleu;AR201912200061;299.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 9611 8-Core 2.3 Ghz - RAM 4 Go - Ecran tactile Super AMOLED 6.5"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 4000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/55/99/LD0005559948_2.jpg
Xiaomi Redmi 9 Gris (3 Go / 32 Go);AR202006100103;139.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio G80 8-Core 2.0 GHz - RAM 3 Go - Ecran tactile 6.53"" 1080 x 2340 - 32 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/68/74/LD0005687404_1.jpg
Apple iPhone 12 256 Go Blanc;AR202010130195;1079.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 256 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/56/LD0005735686_1_0005735706_0005735731.jpg
Samsung Galaxy S21 Ultra SM-G998B Noir (16 Go / 512 Go);AR202012290048;1439.95;Samsung;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM IP68 - Exynos 2100 - RAM 16 Go - Ecran tactile Dynamic AMOLED 120 Hz 6.8"" 1440 x 3200 - 512 Go - NFC/Bluetooth 5.2 - 5000 mAh - Android 11";https://media.ldlc.com/r150/ld/products/00/05/77/08/LD0005770878_1_0005770888_0005770903.jpg
Apple iPhone 11 128 Go (PRODUCT)RED;AR201909100083;739.94;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 128 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/91/LD0005439108_2_0005439156.jpg
Huawei P40 Lite E Bleu;AR202004240009;159.95;Huawei;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Kirin 710F Octo-Core 2.2 GHz - RAM 4 Go - Ecran tactile 6.39"" 720 x 1560 - 64 Go - Bluetooth 5.0 - 4000 mAh - Android 9";https://media.ldlc.com/r150/ld/products/00/05/72/35/LD0005723568_1.jpg
Apple iPhone 12 Pro 256 Go Argent;AR202010130204;1279.94;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 6 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 256 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/58/LD0005735814_1_0005735845.jpg
Apple iPhone 11 128 Go Jaune;AR201909100081;739.96;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 128 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/90/LD0005439038_2_0005439201.jpg
Samsung Galaxy A31 Bleu;AR202008070047;249.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - MediaTek MT6768 8-Core 2.0 Ghz - RAM 4 Go - Ecran tactile Super AMOLED 6.4"" 1080 x 2400 - 64 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/70/68/LD0005706805_1.jpg
Xiaomi Mi 10T Pro Bleu (8 Go / 256 Go);AR202011040051;569.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM - Snapdragon 865 Octo-Core 2.84 GHz - RAM 8 Go - Ecran tactile 144 Hz 6.67"" 1080 x 2400 - 256 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/74/63/LD0005746319_1.jpg
Apple iPhone 11 64 Go Jaune;AR201909100075;689.95;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP68 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 4 Go - Ecran 6.1"" 828 x 1792 - 64 Go - NFC/Bluetooth 5.0 - iOS 13";https://media.ldlc.com/r150/ld/products/00/05/43/90/LD0005439038_2.jpg
Xiaomi Pocophone X3 Gris (6 Go / 128 Go);AR202010160097;269.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced Dual SIM - Snapdragon 732G 8-Core 2.3 GHz - RAM 6 Go - Ecran tactile 120 Hz 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 5160 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/73/80/LD0005738085_1_0005738095.jpg
Xiaomi Mi 10T Gris (6 Go / 128 Go);AR202010200008;449.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM - Snapdragon 865 Octo-Core 2.84 GHz - RAM 6 Go - Ecran tactile 144 Hz 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 5000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/74/09/LD0005740950_1.jpg
Apple iPhone 12 mini 64 Go (PRODUCT)RED;AR202010300008;809.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 5.4"" 1080 x 2340 - 64 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/74/36/LD0005743651_1.jpg
Samsung Galaxy S21 SM-G991B Gris (8 Go / 256 Go);AR202012290034;909.95;Samsung;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM IP68 - Exynos 2100 - RAM 8 Go - Ecran tactile Dynamic AMOLED 120 Hz 6.2"" 1080 x 2400 - 256 Go - NFC/Bluetooth 5.2 - 4000 mAh - Android 11";https://media.ldlc.com/r150/ld/products/00/05/76/85/LD0005768571_1_0005768627.jpg
Apple iPhone XR 64 Go Blanc;AR201809130159;589.94;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP67 Dual SIM - Apple A12 Bionic Hexa-Core - RAM 3 Go - Ecran 6.1"" 828 x 1792 - 64 Go - NFC/Bluetooth 5.0 - iOS 12";https://media.ldlc.com/r150/ld/products/00/05/07/08/LD0005070814_2.jpg
Samsung Galaxy A51 Blanc;AR201912200063;299.95;Samsung;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Exynos 9611 8-Core 2.3 Ghz - RAM 4 Go - Ecran tactile Super AMOLED 6.5"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 4000 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/55/98/LD0005559898_2.jpg
Apple iPhone 12 256 Go Bleu;AR202010130197;1079.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 256 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/56/LD0005735694_1_0005735714_0005735739.jpg
Xiaomi Mi 10T Lite Gris (6 Go / 128 Go);AR202010200011;299.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM - Snapdragon 750G Octo-Core 2.2 GHz - RAM 6 Go - Ecran tactile 120 Hz 6.67"" 1080 x 2400 - 128 Go - NFC/Bluetooth 5.0 - 4820 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/74/06/LD0005740607_1.jpg
Apple iPhone 12 mini 64 Go Noir;AR202010300006;809.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 5.4"" 1080 x 2340 - 64 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/74/36/LD0005743642_1.jpg
Samsung Galaxy S21 Ultra SM-G998B Argent (12 Go / 128 Go);AR202012290045;1259.95;Samsung;"Mobile &amp; smartphone";"Smartphone 5G-LTE Dual SIM IP68 - Exynos 2100 - RAM 12 Go - Ecran tactile Dynamic AMOLED 120 Hz 6.8"" 1440 x 3200 - 128 Go - NFC/Bluetooth 5.2 - 5000 mAh - Android 11";https://media.ldlc.com/r150/ld/products/00/05/77/08/LD0005770883_1.jpg
Huawei Y5P Noir;AR202005110092;99.95;Huawei;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced Dual SIM - MediaTek MT6762R Octo-Core 2.0 GHz - RAM 2 Go - Ecran tactile 5.45"" 720 x 1440 - 32 Go - Bluetooth 5.0 - 3020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/70/17/LD0005701717_1.jpg
Xiaomi Redmi 9 Vert (3 Go / 32 Go);AR202006100105;159.95;Xiaomi;"Mobile &amp; smartphone";"Smartphone 4G-LTE Dual SIM - Helio G80 8-Core 2.0 GHz - RAM 3 Go - Ecran tactile 6.53"" 1080 x 2340 - 32 Go - NFC/Bluetooth 5.0 - 5020 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/68/73/LD0005687389_1_0005687394.jpg
Apple iPhone 12 128 Go (PRODUCT)RED;AR202010130191;959.95;Apple;"Mobile &amp; smartphone";"Smartphone 5G-LTE IP68 Dual SIM - Apple A14 Bionic Hexa-Core - RAM 4 Go - Ecran Super Retina XDR OLED 6.1"" 1170 x 2532 - 128 Go - NFC/Bluetooth 5.0 - iOS 14";https://media.ldlc.com/r150/ld/products/00/05/73/56/LD0005735690_1_0005735710.jpg
Huawei P40 Lite Noir (6 Go / 128 Go);AR202002210024;259.95;Huawei;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced Dual SIM - Kirin 810 Octo-Core 2.27 GHz - RAM 6 Go - Ecran tactile 6.4"" 1080 x 2310 - 128 Go - NFC/Bluetooth 5.1 - 4200 mAh - Android 10";https://media.ldlc.com/r150/ld/products/00/05/70/16/LD0005701643_1.jpg
Apple iPhone SE 128 Go (PRODUCT)RED;AR202004200008;539.95;Apple;"Mobile &amp; smartphone";"Smartphone 4G-LTE Advanced IP67 Dual SIM - Apple A13 Bionic Hexa-Core - RAM 3 Go - Ecran 4.7"" 750 x 1334 - 128 Go - NFC/Bluetooth 5.0 - 1821 mAh -  iOS 13";https://media.ldlc.com/r150/ld/products/00/05/66/03/LD0005660304_2_0005660366.jpg
