name;id;price;brand;category;spec;img_url
"Apple MacBook Air (2020) 13&quot; avec écran Retina Or (MVH52FN/A)";AR202003190072;1279.94;Apple;MacBook;"Intel Core i5 (1.1 GHz) 8 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/90/LD0005649046_2.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Argent (MWP72FN/A)";AR202005060067;2129.95;Apple;MacBook;"Intel Core i5-1038GN7 (2.0GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671389_1.jpg
"Apple MacBook Air (2020) 13&quot; avec écran Retina Gris sidéral (MWTJ2FN/A Z0YJ_3)";AR202007270093;1199.95;Apple;MacBook;"Intel Core i3 (1.1 GHz) 16 Go SSD 256 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/90/LD0005649015_2_0005714708.jpg
"Apple MacBook Air (2020) 13&quot; avec écran Retina Gris sidéral (MVH22FN/A Z0X8)";AR202007270094;1649.95;Apple;MacBook;"Intel Core i5 (1.1 GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/89/LD0005648964_2_0005711337.jpg
"Apple MacBook Air (2020) 13&quot; avec écran Retina Argent (MVH42FN/A_Z0X9_2)";AR202007270097;1649.95;Apple;MacBook;"Intel Core i5 (1.1 GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/85/LD0005648571_2_0005719674.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Gris sidéral (MWP52FN/A)";AR202005060066;2329.94;Apple;MacBook;"Intel Core i5-1038GN7 (2.0GHz) 16 Go SSD 1 To 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671385_1_0005671387.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Argent (MWP82FN/A)";AR202005060070;2329.94;Apple;MacBook;"Intel Core i5 (2.0GHz) 16 Go SSD 1 To 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671392_1.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Gris sidéral (MWP42FN/A-i7)";AR202005150015;2379.95;Apple;MacBook;"Intel Core i7-1068NG7 (2.3GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671385_1_0005758914.jpg
"Apple MacBook Air (2020) 13&quot; avec écran Retina Or (MVH52FN/A Z0XA)";AR202007270091;1649.95;Apple;MacBook;"Intel Core i5 (1.1 GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/90/LD0005649046_2_0005712377.jpg
"Apple MacBook Air (2020) 13&quot; avec écran Retina Or (MWTL2FN/A Z0YL)";AR202007270087;1199.95;Apple;MacBook;"Intel Core i3 (1.1 GHz) 16 Go SSD 256 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/64/90/LD0005649096_2_0005712366.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Gris sidéral (MWP42FN/A)";AR202005060065;2129.95;Apple;MacBook;"Intel Core i5-1038GN7 (2.0GHz) 16 Go SSD 512 Go 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671385_1.jpg
"Apple MacBook Pro (2020) 13&quot; avec Touch Bar Gris sidéral (MWP42FN/A-I7-SS1T)";AR202006180064;2629.94;Apple;MacBook;"Intel Core i7-1068NG7 (2.3GHz) 16 Go SSD 1 To 13.3"" LED Wi-Fi AC/Bluetooth Webcam Mac OS Catalina";https://media.ldlc.com/r150/ld/products/00/05/67/13/LD0005671385_1_0005758914_0005758932.jpg
